text,y
"`엄마`라는 존재를, `딸`이라는 존재를, `아들`이라는 존재를, `남편`이라는 존재를 다시한번 생각해볼 수 있는",3
나름 괜찮은 `가족영화`가 아닌가 싶다.,3
"어메리칸 조크와 B급 센스로 무장하였고,",4
1980년대 초반 미국 문화에 대한 요소가 가득 들어있다.,2
별다른 재미를 느끼게 하긴 힘들 듯 싶다.,1
보는 즐거움이 있지 않았을까 싶다.,3
의도적으로 스타워즈 음악을 포함시킨 듯 싶다.,2
기발하면서도,3
재미있다.,3
재미있는 전투 장면들을 제외하면,3
국내 정서엔 맞지 않은 어메리칸 조크로 가득하다는 것이 문제.,0
명장면을 보여준다.,4
재미있는 것은,3
재미있는 것은,3
세트장이 재미있다.,3
중요한 캐릭터이다.,3
유독 눈에 띄며 돌아다닌다.,2
테트리스 특유의 특성을 잘 살린 장면을 보여준다.,3
재미있다.,3
더욱 각별한 영화가 될 듯 싶다.,4
미국식 개그를 이해하기 힘든,1
공감하기 힘든 영화일 듯.,1
고대 유물 게임들을 컨셉으로 잡다니!,2
유치하지만,1
제법 즐겁게 본,4
제목에서 느낄 수 있듯,2
암울하다.,0
지긋지긋하다.,1
괴롭다.,1
힘들다.,1
죽고싶다.,0
미칠 것 같다...,0
전체적으로 암울함으로 가득하다.,0
소소한 웃음을 주긴 하지만,3
구질구질함이,1
개선되지는 않는다.,1
감독의 자전적 이야기라서일까.,2
지극하게 현실적이다.,0
암울할 따름이다.,0
불행했던 과거조차도 여유로운 미소로 회상할 수 있는 현재의 주인공을 모습을 보여줬으면 어땠을까.,1
답답한 가슴을 끌어안은 관객들에,1
"영화에서까지 지극히 현실에서 느낄 수 있던 고통을 겪고 싶지는 않고,",1
좀 더 `희망`이라는 것이 있었으면 한다.,1
씁쓸함 뿐.,1
영 뒷맛이 개운치는 않았다.,0
마음에 들지 않았지만,1
전체적으로 나쁘지 않았다.,3
연기는 흠잡을데 없이,4
훌륭했다.,4
그 느낌을 잘 묘사했고,3
사운드 또한 일품.,4
전체적인 연출이 훌륭했다.,4
음향적인 연출과 장면적 연출이 꽤나 좋았던 것 같다.,4
전체적으로 암울하긴 했지만,0
그나마 좋았던 장면은,3
그 장면이 좋았다.,3
인상깊은 음악은 역시 아버지와 어머니가 부르던 이문세의 `소녀`.,3
지긋지긋한 연을 느끼게 해주면서도,1
귀에 빙빙 맴돈다.,3
나쁘지 않았던 것 같다.,3
관객들의 호평을 얻었던,3
나쁘지 않은데,3
뒷맛이 씁쓸한 이 느낌.,1
한번쯤 봐보는 것도 나쁘지 않을 것 같다.,3
어쩌다가 이 나라는 여기까지 오게 된 것일까.,1
어떻게 되었을까.,2
나레이션이 전문가가 한 것이 아니라 조연출이 직접 했기 때문에 많이 어색하고,0
딱딱한 느낌이다.,1
"연출도 그렇게 매끄럽지는 않고,",1
입담 좋은 아줌마,3
덕분에 웃음을 주기도 하는,3
지루한 부분도 있다.,1
러닝타임이 긴 것도,2
예산도 부족하고,1
기술도 부족하여,1
어쩔 수 없는 부분이 많았다.,1
마음이 무거웠다.,1
"부조리한 세상,",1
어떻게 살아야 하는가.,1
추천한다.,3
사고의 폭을 넓히는 차원에서 볼만한,3
수많은 생각이 떠오르긴 하지만,2
한번쯤 보고,3
여러가지 생각을 해봤으면 하는 것이 내 바람일 뿐이다.,3
신화를 차용한 이야기를 꽤 좋아하는 편이다.,4
취향에 정곡이 아닐까.,4
하나의 판타지물로 감상하기에 좋다.,3
수퍼히어로물이라고 하기엔 지나치게 판타지스럽기 때문이다.,1
수퍼히어로물과는 안어울릴 것 같은 환상세계.,1
좀 더 판타지물에 가깝긴 하다.,2
마지막 전투는 싱겁기 그지없다.,0
실망한 사람도 많을 듯 싶다.,0
좀 더 심도높은 싸움도 나쁘지 않은 것 같다.,3
캐릭터성이 상당히 독특하다.,4
이렇게 복잡미묘한 관계까진 아니었지만 말이다.,2
복잡미묘한 녀석,3
감정이입도 잘되고,3
가장 공감이 가는 캐릭터가 로키라고 할 수 있을지도.,4
`천둥의 신` 같은 원작에는 있지도 않은 부제를 붙인 이유는 그리스 신화에 비해 북유럽 신화가 국내에선 마이너하기 때문에 토르가 어떤 신인지 설명하기 위함이었을까.,2
내용은 깔끔하다.,3
코믹한 지구생활.,3
상당히 단순한 구성이지만,2
깔끔하게 구성되어 있어,3
보기 편하다.,3
독립된 작품으로써 어느정도 완성이 되어있기 때문이다.,3
배역 또한 절묘하여,4
좋다.,3
그야말로 토르에게 적격.,4
논외로 한다치고,2
물론,3
최고는 역시 톰 히들스턴의 로키.,4
여러가지 생각이 많으면서도,2
"살짝 비열한,",1
아주 나쁜놈은 아니고,3
나름많은 고충이 있고,3
그로 인해 고뇌하는 그런 느낌.,3
모습은 물론,3
연기에서 그런 로키의 느낌을 아주 잘 표현한 것 같다.,4
상당히 고전적이고,4
신화적인 포지션.,2
관계는 무겁고,1
심각하면서도,1
"깊이있는 이야기가 될 수 있는데,",3
영화적 특성을 잘 살려서,3
틈틈히 웃겨준다.,3
만화적이면서도,3
코믹함 투성이이다.,4
잔재미,3
살짝 웃는 것도 참...,3
근육질 남자도 귀여울 수 있다는 것을 보여준다.,3
일정 수준 이상의 완성도로,3
절반 이상은 먹고 들어가서,3
누구라도 재미있게 볼 수 있는,3
완성도는 일정수준 이상이고,3
재미있다.,3
실망할 수도 있겠다.,1
"로키가 악역이 될 수 밖에 없던 상황이나 토르, 오딘과의 갈등에 초점을 맞추는 것이 좋을 듯 싶다.",3
역시 마블 수퍼히어로 영화답게,3
역시 캡틴 아메리카에서 확인하게끔 유도하는 것이 재밌다.,4
좋은 연결고리가 된다.,3
"재미있게 볼 수 있고,",3
"알면 알수록 재미있고,",4
좋은 시도인 것 같다.,3
참으로 대규모의 공작이 아닌가.,4
재밌게 봤다는 것.,3
나쁘지 않다.,3
배역들도 너무나 완벽하고,4
연기도 좋았다.,3
나름 진지하고,1
깊이있는 갈등관계를 묘사하면서도,3
틈틈히 웃겨줬다.,3
액션은 생각보다 소규모이고,1
볼거리가 짧은 듯 싶어,1
약간 아쉬울 수 있지만,1
CG와 요툰하임에서 프로스트 자이언트들과의 전투는 꽤나 화려하고,4
풍성한 것이,3
볼만하다.,3
아쉬움 투성이겠지만,0
평범하게 재미있는 영화로 감상하기엔 충분하다.,3
좀 더 재밌게 본 편.,3
재밌게 봤다.,3
이 부분이 정말 절묘하여,4
재미있는 부분이므로,3
직접 보기를 추천.,3
정말 최고!,4
반가운 기분이었다.,3
재미의 절반은 보장된다.,3
재미가 원작만 못한 것이,1
타이밍과 연출력이 떨어지는 것이 문제인 듯 하다.,1
재미도 최고.,4
스토리 최고에,4
연출력 또한 최고였던 것이다.,4
영상미 또한 최고였는데,4
색감의 변화 등이 그야말로 감각적이며,4
환상적.,4
영상 하나하나가 너무나 뛰어나서,4
잘 만든,3
비쥬얼 중심의 뮤직비디오 같기도 하다.,3
음악 또한 그 영상에 맞게 최고만을 들려준다.,4
나릇하면서도,3
암울한 멜로디는,1
정말이지...,4
놀라운 것은 배우들의 연기력.,3
연기력이 좋았던 것이,3
인상깊다.,3
자신이 맡은 부분의 연기에 최고를 보여줬다.,4
어쩜 그리 영화를 100% 소화해서,4
그에 걸맞는 연기를 보여주는지.,3
감탄 또 감탄.,4
"스토리 최고,",4
"연출력 최고,",4
"영상미 최고,",4
"음악 최고,",4
연기력 최고.,4
모든 부문에서 100점 만점에 100점.,4
"반드시 보고,",4
죽는 한이 있어도 보라고 말하고 싶은,4
추천영화.,3
최고의,4
다른 사람에게는 안맞을 확률 또한 있다는 것이,1
안타까운 점이다.,1
단연 최고.,4
머릿속에서 이 영화가 계속 맴돌 것 같다.,4
이런 뻔한 시놉시스,1
"각자의 심경의 변화나 행동의 묘사, 각 상황에 따른 대처 등을 보여주는 것이 이 영화의 포인트.",2
`뻔하디 뻔하다`는 평을 했지만,0
재미있게 봤다고,3
역시 뻔하디 뻔한 내용의,0
미성년자 관람불가 딱지를 달고 나온 것 치고는,1
야한 장면이 전혀 나오질 않는다.,1
내용이 건조하기까지 하다.,1
`어? 그래서 어떻게 된거야?` 하는 기분이 들기는 하지만 말이다.,1
`매력적인 이성의 유혹`에 어떻게 대처하게 될 것인가.,2
어떤 길을 택할 것인가?,2
이런 경우 어떻게 할 것인가 생각해보는 것은 어떨까.,2
흥미를 더해간다.,3
"잔인한 장면도, 야한 장면도 전혀 안나온다.",2
왜 19금인지 알 수 없는 상황.,1
어느정도 납득이 가기 시작한다.,3
꽤 잔인하기 때문에,0
그 두컷만으로도 19금 먹이기는 충분했을 듯 싶다.,1
이건 의미 없을 듯 싶다.,2
긴 러닝타임.,2
지루하지는 않은 편이다.,3
숨막히는,3
스릴의 연속.,3
엔딩은 여러모로 씁쓸하긴 하지만,1
적절한 종결인 듯 싶다.,3
이런 요소들을 굉장히 절묘하게 활용하는 것이,4
놀랍다.,3
별 생각없이 봤다가,2
꽤 재밌게 본,4
심플한 줄거리이지만,2
전개와 표현이 상당히 뛰어나다.,4
어린이도 어른들도 웃으며 볼 수 있는,3
유쾌한,3
명작 가족영화로서 만들어졌다.,4
디즈니/픽사 3D 애니메이션 느낌이지만,2
움직임이 다소 딱딱 끊기고,0
독특한 색감과,3
멋진 음악이 어우러져,3
한 편의 뮤직비디오 같은 느낌도 든다.,3
눈 뗄 수 없는,4
스피디한 전개와,3
"너무 무겁지 않게,",3
너무 가볍지 않게,3
"잘 만든 분위기,",3
압도적인 영상미와 세련미.,4
가능하면 후속작도 계속 제작되었으면 하는,3
명작 3D 애니메이션.,4
애매한,1
터미네이터 1을 떠오르게 만든다.,2
장면을 완벽하게 똑같이 재현하고 있다.,4
설정에 맞는,3
완벽한 상황 재현이기도 하다.,4
역시 감동적이다.,4
싸움은 재미있는 광경이다.,3
재미있다.,3
제법 그 시절의 린다 해밀턴 느낌이 나는 것이 재미있다.,3
자연스럽다.,3
느껴지는 느낌이 린다 해밀턴을 떠오르게 해서 좋았다.,3
좀 아쉽다.,1
상처는 그대로 재현했지만,3
리더의 느낌은 온데간데 없고,1
좀 찌질한,1
아저씨 느낌이 강하다.,0
압도적인 인상을 보여주지는 못했기 때문.,1
크게 이상하진 않았다.,2
예전 배역과 비슷한 느낌의 배우를 썼으면 더욱 좋았을 듯 싶다.,1
괜찮았다.,3
딱 알맞은 구실이 된다.,4
전체적으로 나쁘지는 않았던,3
뭔가 많이 부족해보였던 것처럼,0
`터미네이터` 하면 `아놀드 슈왈츠제네거`이기 때문이다.,4
아놀드가 연기를 할 수 있을 때 터미네이터가 나온 것이 천만 다행인지도 모르겠다.,4
깜짝 쿠키 영상이 등장!,3
스토리 자체는 뻔하지만,1
나쁘지 않다.,3
잘 재현한 것만으로도 족하다.,3
이보다 더 좋을 수는 없을 것 같기도 하다.,4
이 작품의 한계이기도 하다.,1
완성도가 떨어진다.,1
훨씬 풍성한 볼거리를 제공해줌에도,4
이런 장면들이 놀랍지 않다는 것도 문제.,1
완성된 작품이었기에,3
이를 능가할 작품은 나올 수 없다고,3
확신한다.,3
좋았다.,3
엄청난 충격과,4
감동은,4
지금까지도 잊을 수 없다.,3
휴대성이 최고래야 한다고 생각하고 있기 때문에,3
잘 다듬어진 작품이었다.,3
`최신`이 느껴지는 작품이다.,3
명성에 걸맞게,4
가볍게 볼 수도 있고,3
심각하게 생각해볼 수도 있으며,3
웃기기도 하고,3
슬프기도 하다.,3
전체적인 분위기는 조금 쓸쓸한 듯 하다.,1
당연히 해피엔딩이지만,3
쓸쓸한 것은 어쩔 수 없다.,1
코믹한 상황극으로,3
쉴새없이 웃게해주지만,4
안타까운 장면이 많다.,0
징한 감동과,4
그 아쉬움이,1
특히나 포인트.,4
그 기분이 절실하게 느껴졌다.,4
꽤나 깊이있는 부분들이 많아,4
충분히 공감하며 볼 수 있는 작품.,4
느끼는 바가 클지도 모르겠다.,4
자신의 `추억`을 다음 세대를 위한 `추억`으로 만들어주는 것은 대단한 일인 것 같다.,4
이번 작품의 감초는 역시,4
덕분에 정말 즐겁게,4
웃을 수 있는 장면이 한가득했다.,4
관객 모두를 즐겁게 해준다.,3
주목할만한 부분이었는데,3
캐릭터성을 알 수 없었다.,1
최고의 오락영화였다.,4
그럭저럭 볼만한 속편인,3
재미없던,1
재미있게 본,3
감개무량하다.,4
마치 실존하는 듯,3
리얼하게 재현해내,3
세계를 놀라게 했었다.,4
마치 에버랜드를 보는 듯 하다.,2
메인 악역 역할을 제대로 해낸다.,4
크게 이상하지가 않다.,3
덕분에 공룡에게 실은 깃털이 달렸다는 학설도 무시 가능한 듯 싶다.,3
"꽤 잘 만들어진 오락영화이며,",4
가장 재미있게,4
잘 만든,3
명작이다.,4
`쥬라기공원`을 본 뒤 바로 이 `쥬라기월드`를 보는 편이 더 나을 정도다.,3
초대 `쥬라기공원`의 오마쥬로 가득하다.,2
1편의 수많은 장면들을 떠오르게 만든다.,3
이토록 잘 재현한 속편이 있었을까.,4
가장 잘 만들어진 속편이,4
어렸을 때 `쥬라기공원`을 보며 느꼈던 경이로움을 요즘 아이들이 `쥬라기월드`를 보며 느낄 수는 없을 것이다.,1
다시 느끼게 되는 감동은,4
이루 말할 수 없으리라.,4
압도적인 비주얼을 자랑을 한다.,4
깜짝 놀랐다.,3
"사용한 색감이나 인물들의 묘사, 배경 등이 너무나 아름다웠기 때문.",4
인물 작화가 미려하여,3
등장인물 하나하나가 예쁘고,3
잘생겼다.,3
한층 더 귀여워 보인다.,4
배경 그림 또한 압도적인 비주얼을 자랑을 한다.,4
화려한 풍경은,3
예술이 따로 없다.,4
큰 스크린으로 볼만한 가치를 만들어준다.,3
불특정 다수의 인물들이 나와 각자의 이야기가 펼쳐지고 그것이 모여 하나의 큰 이야기를 이루는 구조는 멋진 것 같다.,3
화려한 치장과는 달리,3
착한 여학생.,3
화려한 화장은 그를 잊기 위한 것 같기도 하다.,2
일본계인 모양.,2
유럽 국적의 소녀일까?,2
이 캐릭터도 일본계인 모양이다.,2
가장 돋보이는 것은,4
닌텐도 스위치로 나온 포켓몬스터 레츠고 피카츄와 이브이 때문이려나?,2
역사상 최고의 비주얼을 자랑하는,4
"단순한 이야기이지만,",2
압도적인 영상미와,4
묘사가 좋았다.,3
잔잔한 감동을 줄 것이다.,3
이야기가 상당히 디테일했다.,4
디테일만큼은 최상급인 듯 싶다.,4
멋지게 연기해낸 것 같다.,3
알츠하이머의 진행에 따라 외견 또한 조금씩 달라지는 것을 시각적으로 볼 수 있다는 것이 영화의 장점인 듯.,3
느낄 수 있었다.,3
결국 죽음과 같은 것이 아닌가.,1
억지로 눈물 짜내는 신파가 아닌 점이,3
좋았다.,3
고통을 잘 느낄 수 있게 하면서도,3
담담하게 잘 표현했다.,3
큰 기복 없이,2
좀 지루하게 이야기가 진행되는 감도 있다.,1
엔딩 또한 어? 이것이 끝인가? 이런 생각이 들 정도로 급작스럽고.,1
재미는 좀 덜했지만,1
볼만한 부분 또한 있었던,3
전작을 보지 않아도 즐길 수 있는 `음악 영화`다.,3
스토리 또한 전작과 마찬가지로 평이하지만,2
`개그`와 `음악`을 즐기기엔 충분하다.,3
악기없이 잔잔하게 화음을 내는 것 뿐 아니라 `팝 아카펠라`라고 하여 유명한 팝음악들을 리믹스된 반주와 함께,3
격렬한 댄스와,3
화려한 퍼포먼스를 선보이며,3
댄스와 퍼포먼스가 화려해서,3
상당한 볼거리와 들을거리를 제공해준다.,3
화려하게 어레인지된 수많은 곡들만으로도,3
충분.,3
충분히 즐길만한,4
단순히 멋진 노래를 들려주는 것에서,3
깨알같은 웃음을 준다.,3
다소 과장되고,1
말도 안되는 상황이 많이 나오지만,1
웃어넘길 수 있다.,3
개성적인 여대생 음악써클을 소재로 한,3
`새로운 아카펠라` 자체가 매너리즘이 되어버린 것이 특이하다.,3
구조는 비슷한데,2
색다른 느낌을 준다는 것이,3
